"Сделка номер 918 от 07.07.2020",07.07.20,835
"Сделка номер 414 от 21.03.2006",21.03.06,948
"Сделка номер 159 от 01.12.2013",01.12.13,88
"Сделка номер 483 от 16.09.2017",16.09.17,811
"Сделка номер 989 от 18.02.2016",18.02.16,1287
"Сделка номер 037 от 05.07.2013",05.07.13,732
"Сделка номер 373 от 13.06.2015",13.06.15,842
"Сделка номер 599 от 30.07.2015",30.07.15,1587
"Сделка номер 077 от 24.10.2014",24.10.14,1463
"Сделка номер 229 от 16.08.2012",16.08.12,1083
"Сделка номер 871 от 05.03.2013",05.03.13,361
"Сделка номер 563 от 24.05.2014",24.05.14,84
"Сделка номер 992 от 09.04.2012",09.04.12,234
"Сделка номер 548 от 01.06.2018",01.06.18,289
"Сделка номер 431 от 08.08.2019",08.08.19,1283
"Сделка номер 591 от 22.06.2020",22.06.20,459
"Сделка номер 737 от 22.09.2012",22.09.12,1173
"Сделка номер 457 от 29.08.2016",29.08.16,672
"Сделка номер 898 от 21.05.2017",21.05.17,336
"Сделка номер 975 от 15.04.2018",15.04.18,648
"Сделка номер 881 от 16.03.2020",16.03.20,953
"Сделка номер 162 от 07.11.2011",07.11.11,773
"Сделка номер 522 от 16.09.2009",16.09.09,101
"Сделка номер 930 от 24.09.2017",24.09.17,1009
"Сделка номер 718 от 15.06.2009",15.06.09,919
"Сделка номер 945 от 16.08.2006",16.08.06,1167
"Сделка номер 559 от 02.08.2019",02.08.19,907
"Сделка номер 543 от 09.08.2014",09.08.14,259
"Сделка номер 398 от 28.09.2018",28.09.18,762
"Сделка номер 039 от 05.10.2005",05.10.05,1194
"Сделка номер 994 от 30.06.2012",30.06.12,1213
"Сделка номер 756 от 16.07.2016",16.07.16,32
"Сделка номер 633 от 06.05.2018",06.05.18,503
"Сделка номер 754 от 22.02.2011",22.02.11,1479
"Сделка номер 147 от 10.06.2005",10.06.05,160
"Сделка номер 464 от 18.01.2011",18.01.11,537
"Сделка номер 491 от 27.10.2017",27.10.17,1570
"Сделка номер 481 от 23.12.2012",23.12.12,1669
"Сделка номер 893 от 24.09.2020",24.09.20,1409
"Сделка номер 673 от 07.03.2012",07.03.12,942
"Сделка номер 903 от 30.04.2009",30.04.09,407
"Сделка номер 937 от 10.02.2011",10.02.11,1539
"Сделка номер 317 от 28.06.2011",28.06.11,8
"Сделка номер 766 от 17.05.2017",17.05.17,286
"Сделка номер 908 от 30.10.2014",30.10.14,1003
"Сделка номер 350 от 09.05.2014",09.05.14,283
"Сделка номер 359 от 12.02.2020",12.02.20,210
"Сделка номер 384 от 18.12.2011",18.12.11,1409
"Сделка номер 452 от 23.10.2010",23.10.10,27
"Сделка номер 359 от 08.07.2008",08.07.08,485
"Сделка номер 192 от 08.07.2012",08.07.12,857
"Сделка номер 069 от 24.04.2006",24.04.06,389
"Сделка номер 795 от 27.02.2018",27.02.18,644
"Сделка номер 745 от 13.09.2018",13.09.18,1021
"Сделка номер 911 от 05.01.2018",05.01.18,325
"Сделка номер 065 от 28.02.2013",28.02.13,180
"Сделка номер 669 от 23.01.2017",23.01.17,1070
"Сделка номер 096 от 05.11.2019",05.11.19,1485
"Сделка номер 732 от 29.09.2009",29.09.09,709
"Сделка номер 109 от 03.08.2016",03.08.16,311
"Сделка номер 025 от 12.09.2010",12.09.10,1016
"Сделка номер 907 от 15.07.2019",15.07.19,1015
"Сделка номер 780 от 20.06.2018",20.06.18,1293
"Сделка номер 757 от 29.06.2007",29.06.07,2914148
"Сделка номер 305 от 20.10.2016",20.10.16,2914148
"Сделка номер 322 от 26.04.2010",26.04.10,2914148
"Сделка номер 310 от 29.03.2021",29.03.21,2914148
"Сделка номер 981 от 26.12.2005",26.12.05,2914148
"Сделка номер 572 от 05.12.2008",05.12.08,2914148
"Сделка номер 468 от 28.02.2021",28.02.21,2914148
"Сделка номер 477 от 13.08.2015",13.08.15,2914148
"Сделка номер 724 от 10.03.2006",10.03.06,2914148
"Сделка номер 827 от 18.07.2013",18.07.13,2914148
"Сделка номер 176 от 22.09.2006",22.09.06,2914148
"Сделка номер 690 от 08.11.2007",08.11.07,2914148
"Сделка номер 309 от 06.07.2012",06.07.12,2914148
"Сделка номер 735 от 28.05.2009",28.05.09,2914148
"Сделка номер 646 от 27.07.2006",27.07.06,2914148
"Сделка номер 397 от 28.02.2009",28.02.09,2914148
"Сделка номер 033 от 03.06.2015",03.06.15,2914148
"Сделка номер 077 от 21.02.2009",21.02.09,2914148
"Сделка номер 720 от 11.05.2008",11.05.08,2914148
"Сделка номер 691 от 13.02.2005",13.02.05,2914148
"Сделка номер 549 от 07.06.2013",07.06.13,2914148
"Сделка номер 877 от 14.01.2014",14.01.14,2914148
"Сделка номер 826 от 20.06.2016",20.06.16,2914148
"Сделка номер 056 от 29.07.2006",29.07.06,2914148
"Сделка номер 071 от 27.07.2011",27.07.11,2914148
"Сделка номер 189 от 14.12.2012",14.12.12,2914148
"Сделка номер 934 от 05.06.2006",05.06.06,2914148
"Сделка номер 302 от 24.05.2015",24.05.15,2914148
"Сделка номер 698 от 24.05.2010",24.05.10,2914148
"Сделка номер 282 от 22.01.2006",22.01.06,2914148
"Сделка номер 451 от 08.11.2017",08.11.17,2914148
"Сделка номер 243 от 16.03.2019",16.03.19,2914148
"Сделка номер 833 от 27.03.2010",27.03.10,2914148
"Сделка номер 869 от 19.06.2017",19.06.17,2914148
"Сделка номер 715 от 03.11.2008",03.11.08,2914148
"Сделка номер 048 от 20.04.2013",20.04.13,2914148
"Сделка номер 013 от 09.10.2012",09.10.12,2914148
"Сделка номер 350 от 15.11.2008",15.11.08,2914148
"Сделка номер 864 от 22.08.2020",22.08.20,2914148
"Сделка номер 644 от 28.07.2007",28.07.07,2914148
"Сделка номер 529 от 30.04.2005",30.04.05,2914148
"Сделка номер 960 от 07.10.2005",07.10.05,2914148
"Сделка номер 454 от 04.03.2012",04.03.12,2914148
"Сделка номер 629 от 29.04.2009",29.04.09,2914148
"Сделка номер 530 от 09.03.2015",09.03.15,2914148
"Сделка номер 678 от 22.03.2007",22.03.07,2914148
"Сделка номер 997 от 05.06.2009",05.06.09,2914148
"Сделка номер 079 от 26.12.2012",26.12.12,2914148
"Сделка номер 402 от 29.10.2012",29.10.12,2914148
"Сделка номер 953 от 12.02.2019",12.02.19,2914148
"Сделка номер 790 от 25.12.2014",25.12.14,2914148
"Сделка номер 113 от 19.03.2007",19.03.07,2914148
"Сделка номер 740 от 05.07.2009",05.07.09,2914148
"Сделка номер 438 от 11.04.2011",11.04.11,2914148
"Сделка номер 293 от 16.08.2011",16.08.11,2914148
"Сделка номер 001 от 06.06.2018",06.06.18,2914148
"Сделка номер 190 от 27.11.2006",27.11.06,2914148
"Сделка номер 852 от 02.10.2017",02.10.17,2914148
"Сделка номер 509 от 06.03.2017",06.03.17,2914148
"Сделка номер 288 от 27.03.2007",27.03.07,2914148
"Сделка номер 945 от 06.07.2014",06.07.14,2914148
"Сделка номер 702 от 18.10.2006",18.10.06,2914148
"Сделка номер 218 от 17.05.2017",17.05.17,2914148
"Сделка номер 020 от 20.12.2017",20.12.17,2914148
"Сделка номер 119 от 16.04.2014",16.04.14,2914148
"Сделка номер 631 от 26.08.2014",26.08.14,2914148
"Сделка номер 252 от 30.07.2015",30.07.15,2914148
"Сделка номер 840 от 08.02.2007",08.02.07,2914148
"Сделка номер 170 от 06.09.2010",06.09.10,2914148
"Сделка номер 192 от 14.08.2015",14.08.15,2914148
"Сделка номер 802 от 23.06.2009",23.06.09,2914148
"Сделка номер 636 от 17.06.2014",17.06.14,2914148
"Сделка номер 991 от 09.10.2005",09.10.05,2914148
"Сделка номер 172 от 19.11.2012",19.11.12,2914148
"Сделка номер 020 от 24.04.2009",24.04.09,2914148
"Сделка номер 629 от 02.06.2017",02.06.17,1863
"Сделка номер 267 от 02.10.2014",02.10.14,952
"Сделка номер 843 от 13.07.2010",13.07.10,1300
"Сделка номер 238 от 28.08.2014",28.08.14,102
"Сделка номер 220 от 16.05.2014",16.05.14,132
"Сделка номер 188 от 09.12.2009",09.12.09,220
"Сделка номер 404 от 26.08.2013",26.08.13,1163
"Сделка номер 529 от 21.06.2013",21.06.13,1151
"Сделка номер 869 от 22.04.2008",22.04.08,915
"Сделка номер 114 от 16.04.2013",16.04.13,961
"Сделка номер 602 от 26.09.2012",26.09.12,1172
"Сделка номер 784 от 04.05.2006",04.05.06,227
"Сделка номер 685 от 23.09.2013",23.09.13,706
"Сделка номер 270 от 30.06.2018",30.06.18,1922
"Сделка номер 966 от 19.07.2016",19.07.16,995
"Сделка номер 778 от 08.04.2020",08.04.20,611
"Сделка номер 340 от 26.02.2015",26.02.15,1345
"Сделка номер 531 от 10.04.2013",10.04.13,1629
"Сделка номер 153 от 29.03.2010",29.03.10,241
"Сделка номер 583 от 09.04.2021",09.04.21,1910
"Сделка номер 526 от 08.01.2005",08.01.05,477
"Сделка номер 334 от 28.08.2015",28.08.15,401
"Сделка номер 720 от 13.02.2006",13.02.06,1347
"Сделка номер 272 от 02.12.2014",02.12.14,1031
"Сделка номер 154 от 12.11.2013",12.11.13,499
"Сделка номер 966 от 12.09.2007",12.09.07,1204
"Сделка номер 836 от 31.12.2011",31.12.11,545
"Сделка номер 527 от 19.02.2007",19.02.07,563
"Сделка номер 957 от 15.03.2010",15.03.10,927
"Сделка номер 482 от 02.04.2018",02.04.18,1311
"Сделка номер 346 от 15.09.2012",15.09.12,465
"Сделка номер 492 от 08.06.2016",08.06.16,615
"Сделка номер 352 от 04.12.2007",04.12.07,921
"Сделка номер 572 от 23.02.2009",23.02.09,2914148
"Сделка номер 314 от 14.02.2011",14.02.11,2914148
"Сделка номер 468 от 02.09.2012",02.09.12,2914148
"Сделка номер 604 от 13.07.2009",13.07.09,2914148
"Сделка номер 494 от 19.08.2008",19.08.08,2914148
"Сделка номер 178 от 11.06.2009",11.06.09,2914148
"Сделка номер 042 от 28.02.2007",28.02.07,2914148
"Сделка номер 981 от 12.05.2008",12.05.08,2914148
"Сделка номер 889 от 19.11.2012",19.11.12,2914148
"Сделка номер 989 от 04.10.2016",04.10.16,2914148
"Сделка номер 744 от 24.04.2010",24.04.10,2914148
"Сделка номер 646 от 13.06.2007",13.06.07,2914148
"Сделка номер 517 от 14.09.2006",14.09.06,2914148
"Сделка номер 073 от 14.03.2017",14.03.17,2914148
"Сделка номер 111 от 14.10.2007",14.10.07,2914148
"Сделка номер 952 от 14.05.2018",14.05.18,2914148
"Сделка номер 930 от 02.06.2007",02.06.07,2914148
"Сделка номер 946 от 04.10.2018",04.10.18,2914148
"Сделка номер 159 от 10.08.2010",10.08.10,2914148
"Сделка номер 739 от 10.10.2009",10.10.09,2914148
"Сделка номер 330 от 18.06.2015",18.06.15,2914148
"Сделка номер 818 от 21.09.2005",21.09.05,2914148
"Сделка номер 570 от 04.06.2007",04.06.07,2914148
"Сделка номер 864 от 18.08.2010",18.08.10,2914148
"Сделка номер 895 от 06.04.2007",06.04.07,2914148
"Сделка номер 805 от 15.11.2005",15.11.05,2914148
"Сделка номер 550 от 03.01.2007",03.01.07,2914148
"Сделка номер 938 от 14.05.2006",14.05.06,2914148
"Сделка номер 743 от 28.02.2018",28.02.18,2914148
"Сделка номер 972 от 17.06.2012",17.06.12,2914148
"Сделка номер 899 от 20.06.2010",20.06.10,2914148
"Сделка номер 725 от 14.09.2011",14.09.11,2914148
"Сделка номер 361 от 29.08.2014",29.08.14,2914148
"Сделка номер 322 от 25.05.2008",25.05.08,2914148
"Сделка номер 277 от 01.11.2005",01.11.05,2914148
"Сделка номер 831 от 07.09.2005",07.09.05,2914148
"Сделка номер 014 от 25.11.2011",25.11.11,2914148
"Сделка номер 666 от 26.08.2009",26.08.09,2914148
"Сделка номер 174 от 10.06.2013",10.06.13,2914148
"Сделка номер 038 от 10.07.2016",10.07.16,2914148
"Сделка номер 152 от 27.01.2012",27.01.12,2914148
"Сделка номер 403 от 20.03.2006",20.03.06,2914148
"Сделка номер 073 от 10.02.2013",10.02.13,2914148
"Сделка номер 125 от 10.02.2012",10.02.12,2914148
"Сделка номер 319 от 18.09.2012",18.09.12,2914148
"Сделка номер 161 от 29.07.2005",29.07.05,2914148
"Сделка номер 914 от 16.11.2015",16.11.15,2914148
"Сделка номер 260 от 23.02.2018",23.02.18,2914148
"Сделка номер 949 от 10.11.2007",10.11.07,2914148
"Сделка номер 513 от 13.10.2007",13.10.07,2914148
"Сделка номер 383 от 15.01.2005",15.01.05,2914148
"Сделка номер 834 от 08.11.2011",08.11.11,2914148
"Сделка номер 164 от 08.07.2006",08.07.06,2914148
"Сделка номер 914 от 20.03.2008",20.03.08,2914148
"Сделка номер 402 от 08.07.2012",08.07.12,2914148
"Сделка номер 528 от 02.03.2015",02.03.15,2914148
"Сделка номер 578 от 23.03.2010",23.03.10,2914148
"Сделка номер 136 от 09.01.2011",09.01.11,2914148
"Сделка номер 671 от 24.08.2015",24.08.15,2914148
"Сделка номер 022 от 30.01.2013",30.01.13,2914148
"Сделка номер 817 от 07.07.2017",07.07.17,2914148
"Сделка номер 707 от 02.10.2009",02.10.09,2914148
"Сделка номер 848 от 19.04.2010",19.04.10,2914148
"Сделка номер 110 от 07.08.2006",07.08.06,2914148
"Сделка номер 049 от 05.02.2007",05.02.07,2914148
"Сделка номер 546 от 23.09.2018",23.09.18,2914148
"Сделка номер 837 от 29.06.2009",29.06.09,2914148
"Сделка номер 326 от 22.01.2017",22.01.17,2914148
"Сделка номер 110 от 14.07.2011",14.07.11,2914148
"Сделка номер 190 от 11.08.2013",11.08.13,2914148
"Сделка номер 342 от 17.04.2010",17.04.10,2914148
"Сделка номер 627 от 19.03.2009",19.03.09,2914148
"Сделка номер 351 от 28.11.2011",28.11.11,2914148
"Сделка номер 131 от 01.02.2009",01.02.09,2914148
"Сделка номер 451 от 12.03.2006",12.03.06,2914148
"Сделка номер 124 от 27.01.2016",27.01.16,2914148
